year,month,day,tmin,tmax,wind,rain
# Merlimau, Melaka; 2.253213 N, 102.451753 E; 1987/1/1 - 2008/12/31
1987,6,26,24.8,31.7,1.2,0
1987,6,27,25,30.9,1.3,35.1
1987,6,28,24.4,31.4,1.3,0
1987,6,29,25.1,32.6,1.4,0
1987,6,30,24.6,31.4,1.5,0
1987,7,1,24.5,30,1.6,38.5
1987,7,2,23.4,30.3,1.1,0
1987,7,3,23.2,31.8,1.5,0
1987,7,4,24.7,31.4,1.5,0
1987,7,5,24.7,30.8,1.2,0
1987,7,6,24,31.2,1.1,26.3
1987,7,7,22.1,32,0.9,0
1987,7,8,22.9,31.1,1.1,0
1987,7,9,21.4,34.5,1.1,0
1987,7,10,23.4,29.9,1.1,22
1987,7,11,21.4,32.8,1.1,0
1987,7,12,22.8,29.7,1.2,0
1987,7,13,24.2,27.8,1.2,35.7
1987,7,14,23.9,28.1,1.1,0
1987,7,15,23.7,32,1.2,0
1987,7,16,23.8,29.4,1,0
1987,7,17,23.2,31.9,1.2,24
1987,7,18,23.6,30.9,1.1,0
1987,7,19,22.2,32.7,0.7,0
1987,7,20,22.5,28.2,0.9,34.2
1987,7,21,23.1,28.7,0.7,0
1987,7,22,22.8,28.2,0.8,21
1987,7,23,24.3,32.6,1.3,0
1987,7,24,23.9,28.4,1.1,76.4
1987,7,25,22.7,29.3,0.9,0
1987,7,26,23.7,28.6,1.1,0
1987,7,27,22.6,29.4,1,0
1987,7,28,21.3,32.4,1.1,0
1987,7,29,22.5,32.6,1.1,0
1987,7,30,24.4,32.9,1.3,0
1987,7,31,24.1,30.7,1,0
1987,8,1,21.5,32.7,0.9,8.5
1987,8,2,22.9,31.8,1.2,0
1987,8,3,22.8,31.9,1.2,16.3
1987,8,4,22.2,31.4,1,0
1987,8,5,22.9,27.9,0.9,16.7
1987,8,6,23.6,31.6,1.5,0
1987,8,7,23.3,28.6,1.2,0
1987,8,8,23.3,29.5,1.1,20.4
1987,8,9,22.4,29.4,1.3,0
1987,8,10,23.7,32.1,1,0
1987,8,11,23.7,30,1.4,0
1987,8,12,23.8,30.2,0.8,30.7
1987,8,13,23.6,29.7,0.9,21
1987,8,14,23.6,29.3,1.1,18.6
1987,8,15,23.5,29.8,1.2,0
1987,8,16,22.4,30.9,1.3,0
1987,8,17,24.7,29.4,1.6,11.7
1987,8,18,23.9,31.1,1.6,0
1987,8,19,22.3,31.9,1.3,0
1987,8,20,24.2,32.5,1.6,0
1987,8,21,24.8,32.6,1.8,0
